"","annee_naissance","age","emploi","revenu","genre","citoyennete","ethnie","minorite","education","religion","reseau_social","residence","naissance_pays_residence","cohabitation","droit_vote","province","naissance_province_residence","classe_sociale","classe_sociale_parents","langue","province_naissance_parents","pays_naissance_parents","climat_social","covid_satisfaction","covid_soin","covid_gestion","covid_inquietude","covid_jeune","covid_politiques","immigration_ouverture","immigration_syrie","climat_economie","transition_energetique_taxes","climat_impact","confiance_police","securite_quartier","securite_gouvernement","securite_immigration","securite_frontieres","immigration_quotas","minorites_partis","corruption","corruption_participation","corruption_evaluation_partis","mondialisation","economie_sociotropique","economie_egotropique","economie_satisfaction","economie_preoccupation","economie_criteres","economieCANADA_confiance","economieFRANCE_confiance","immigrationCANADA_confiance","immigrationFRANCE_confiance","deficit","representation_minorites","enjeux_chomage","enjeux_environnement","enjeux_immigration","enjeux_economie","enjeux_education","enjeux_sante","importance_immigration","importance_ecologie","inquietude_attentats","ideologie","satisfaction_democracie","satisfaction_gouvernement","institutions_democratiques","vote_demonstration","confiance_ChefEtat","altruisme_politiques","education_civique","ecoles","comprehension_elites","importance_vote","importance_representation","disproportion_electorale","partis_votes","votes_objectif","votes_delais","reedition_compte","importance_chef","interet_politique","interet_politiqueUS","connaissances_politiqueUS","engagement_politique","proche_parti","importance_traits","trait_integrite","trait_leadership","trait_competence","trait_empathie","representation_partis","mode_scrutin","changement_scrutin","vote_nationaliste","integration_localite","parti_liberal","parti_conservateur","ndp","bloc_quebecois","parti_vert","source_information","reseausociaux_cause","medias_traditionnels","consultation_sondage1","consultation_sondageCANADA","consultation_sondageFRANCE","principale_source","engagement_reseauxsociaux","abonnements_personnalites","frequence_utilisation","inscription_reseauxsociaux","contact_information","plateforme","couverture_influence","medias_neutralite","influence_medias","biais_medias","chaines_independance","niveau_information","effet_debats","importance_debatsTV","confiance_contenuRS","confiance_TVRadio","confiance_presseecrite","site_parti","like_parti","sophistication_etatsunis","sophistication_freeland","sophistication_legault","sophistication_macron","sophistication_pence","sophistication_singh","participation","vote_quebec2018_CAQ","vote_quebec2018_PQ","vote_quebec2018_PLQ","vote_quebec2018_QS","vote_quebec2018_vert","vote_quebec2018_autre","vote_quebec2018_bulletinnul","vote_quebec2018_pasvote","vote_US","vote_habitude","vote_memeparti","vote_france_enmarche","vote_france_republicains","vote_france_verts","vote_france_PS","vote_france_RN","vote_france_insoumise","vote_canada_liberal","vote_canada_conservateur","vote_canada_npd","vote_canada_bloc","vote_canada_vert","vote_canada_autre","vote_quebec_CAQ","vote_quebec_PQ","vote_quebec_PLQ","vote_quebec_QS","vote_quebec_vert","vote_quebec_autre","anciens_presidents","vote_strategique","aucune_preference","preference_parti","satisfaction_modescrutin","vote_chancesfavoris","importance_competence","motivation","premier_choix","strategie_vote2","autrechoix_frequence","refus_voteCANADA","refus_voteFRANCE"
"294",1995,25,"Étudiant",NA,"Homme","Canada","Français",2,"universitaire premier cycle","pas important du tout","oui, quelques-uns","Canada",1,2,1,"QC",1,"classe supérieure",1,1,"oui","oui","détérioré","Satisfait",NA,"Satisfait",8,"NPD","Les politiques sont adéquates, permettent à l'économie de rester stable","Beaucoup plus d'ouverture","Plutôt en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Plutôt en désaccord","Plutôt d’accord","Plutôt en désaccord",NA,"Plutôt en désaccord","Plutôt en désaccord","Parti libéral","Assez répandue",4,4,"Très mauvaise opinion","détériorée","resté stable","Assez satisfaisant","Peu","Je vais davantage m’intéresser aux politiques proposées","NPD",NA,"NPD",NA,2,"Beaucoup plus importante",2,5,3,6,1,4,6,"Beaucoup",NA,0,"Peu satisfait","Peu satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Non, cela n'a rien à voir","Peu confiance","Pas du tout","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Plutôt d’accord","Assez en désaccord","Plutôt d’accord","Fortement d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Fortement d’accord","Assez en désaccord",7,9,"Intéressé",8,"Manifestations, pétitions et vote","Non",6,4,3,1,2,"Pas vraiment","Peu satisfait","Plutôt en faveur",9,10,2,0,7,3,5,"Articles internet","Oui, plusieurs fois","Assez","Non",NA,NA,"journaux en ligne-papier","Un peu","Oui, ceux qui partagent les opinions","plus de 3 heures/jour",3,"Souvent","Facebook","Peu",NA,NA,"Plutôt d’accord","Ni en accord, ni en désaccord","Bien informé",2,8,"Un peu confiance","Un peu confiance","Un peu confiance","Non","Non",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,2,"Oui, je vote toujours",1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,"Hollande",2,"Choisir l'option la moins pire","Voter pour ce parti quand même","Pas satisfait","J'irais certainement voter",6,"L'idéologie","Oui",NA,"À aucune élection","Parti conservateur",NA
"295",1995,25,"Étudiant et salarié","moins de $30,000","Homme","États-Unis",NA,1,"Pas de diplôme / école primaire","assez important","oui, beaucoup","Canada",2,1,1,"QC",2,"classe ouvrière",1,2,"non","non","détérioré","Peu satisfait",2,"Peu satisfait",3,"NPD","Les politiques sont adéquates, permettent à l'économie de rester stable","Beaucoup plus d'ouverture","Plutôt en désaccord","Fortement d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Plutôt en désaccord","Plutôt en désaccord","Assez en désaccord",NA,"Ni en accord, ni en désaccord","Assez en désaccord","Parti libéral","Très répandue",11,10,"Plutôt bonne opinion","resté stable","resté stable","Peu satisfaisant","Moyennement","Je vais faire un bilan des politiques mises en place pendant le mandat ","Parti conservateur",NA,"Parti libéral",NA,1,"Beaucoup plus importante",1,5,3,4,6,2,0,"Aucune",NA,5,"Assez satisfait","Peu satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Oui, mais de moins en moins","Pas confiance","Pas du tout","Fortement en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Plutôt en désaccord","Fortement d’accord","Fortement d’accord",10,10,"Très intéressé",10,"Manifestations et pétitions","Oui",10,1,4,2,3,"De manière satisfaisante","Neutre","Sans opinion, neutre",0,4,4,4,4,0,4,"Réseaux sociaux","Oui, plusieurs fois","Assez","Oui","Parti libéral",NA,"Réseaux sociaux","Oui","Oui, de tous bords politiques","2-3 heures/jour",3,"Systématiquement","Twitter","Assez","Fortement d’accord",NA,"Plutôt d’accord","Fortement en désaccord","Bien informé",10,10,"Pas confiance","Pas confiance","Pas confiance","Oui","Oui",1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,NA,"Non, jamais",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Ne pas voter","Ne pas voter","Ni satisfait, ni insatisfait","Je ne sais pas si je voterais",10,"Le candidat","Non","Oui",NA,"Bloc Québécois",NA
"296",1995,25,"Salarié à temps plein","$30,000 à $60,000","Femme","France",NA,2,"universitaire deuxième cycle et plus","pas important du tout","oui, quelques-uns","France",1,2,1,NA,NA,"classe moyenne",2,1,"non","oui","détérioré","Satisfait",2,"Satisfait",10,NA,"Les politiques sont adéquates, mais l'économie souffre","Un peu plus d'ouverture","Assez en désaccord","Plutôt d’accord","Assez en désaccord","Fortement d’accord","Plutôt en désaccord","Plutôt d’accord","Fortement d’accord",NA,"Plutôt d’accord","Assez en désaccord",NA,NA,11,10,"Ni bonne ni mauvaise opinion","détériorée","détériorée","Pas du tout satisfaisant","Grandement","Je vais faire un bilan des politiques mises en place pendant le mandat ",NA,NA,NA,"Parti socialiste",1,"Plus importante",1,6,4,2,3,5,8,"Un peu","Plutôt inquiet",4,"Assez satisfait","Moyennement satisfait",NA,"Non, cela n'a rien à voir","Confiance","Pas du tout","Fortement en désaccord","Fortement d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Fortement d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Fortement en désaccord","Plutôt en désaccord","Plutôt d’accord",2,0,"Peu intéressé",3,"Le vote","Non",3,1,4,3,2,"Pas vraiment","Satisfait",NA,NA,1,2,0,4,NA,5,"Télévision","Oui, plusieurs fois","Peu","Non",NA,NA,NA,"Pas du tout","Non","plus de 3 heures/jour",4,"Rarement","Facebook","Pas du tout","Ni en accord, ni en désaccord",NA,"Fortement d’accord","Ni en accord, ni en désaccord","Pas très informé",0,3,"Un peu confiance","Moyennement confiance","Un peu confiance","Oui","Oui",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"Non, mais la plupart du temps",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chirac",5,"Choisir l'option la moins pire","Voter pour ce parti quand même","Satisfait","J'irais certainement voter",8,"L'idéologie","Oui",NA,"Une élection sur trois",NA,"Parti socialiste"
"297",1995,25,"Salarié à temps plein","$30,000 à $60,000","Femme","France",NA,2,"universitaire premier cycle","pas très important","oui, beaucoup","Canada",2,2,1,"QC",2,"classe moyenne",1,1,"non","non","resté stable","Satisfait",NA,"Satisfait",8,NA,"Les politiques sont adéquates, mais l'économie souffre","Beaucoup plus d'ouverture","Assez en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord","Assez en désaccord","Ni en accord, ni en désaccord",NA,"Ni en accord, ni en désaccord","Assez en désaccord","Je ne sais pas","Assez répandue",11,NA,"Plutôt bonne opinion","détériorée","resté stable","Assez satisfaisant","Grandement","Je vais faire un bilan des politiques mises en place pendant le mandat ",NA,NA,NA,NA,NA,"Beaucoup plus importante",6,4,5,2,3,1,2,"Un peu",NA,5,"Assez satisfait","Moyennement satisfait","Je ne m’y intéresse que très peu parce que je ne suis pas intéressé.e par a politique","Non, pas envers l’élite politique mais la démocratie seulement","Beaucoup confiance","Correctement","Assez en désaccord","Plutôt d’accord","Fortement en désaccord","Fortement d’accord","Plutôt d’accord","Plutôt d’accord","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord",7,4,"Intéressé",5,"Le vote","Non",4,2,4,1,3,"Pas du tout","Satisfait","Plutôt en faveur",0,7,NA,NA,NA,NA,NA,"Journaux","Oui, une fois","Assez","Non",NA,NA,"Réseaux sociaux",NA,"Oui, ceux qui partagent les opinions","plus de 3 heures/jour",3,"Rarement",NA,"Assez","Assez en désaccord",NA,"Ni en accord, ni en désaccord","Assez en désaccord","Pas très informé",5,NA,"Moyennement confiance","Moyennement confiance","Moyennement confiance",NA,"Incertain",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non, mais la plupart du temps",2,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"Macron",10,"Ne pas voter","Voter pour ce parti quand même","Ni satisfait, ni insatisfait","J'irais probablement voter",5,"L'idéologie","Oui",NA,"Une élection sur deux","Non, aucun",NA
"298",1995,25,"Salarié à temps plein","$30,000 à $60,000","Homme","Canada","Français",2,"universitaire premier cycle","pas très important","oui, quelques-uns","Canada",1,2,1,"QC",1,"classe moyenne",1,1,"oui","oui","resté stable","Satisfait",1,"Satisfait",4,"Bloc Québécois","Les politiques sont adéquates, mais l'économie souffre","Moins d'ouverture","Ni en accord, ni en désaccord","Plutôt d’accord","Assez en désaccord","Fortement d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord",NA,"Plutôt d’accord","Plutôt d’accord","Parti libéral","Assez répandue",7,7,"Plutôt mauvaise opinion","détériorée","resté stable","Peu satisfaisant","Peu","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Bloc Québécois",NA,"Bloc Québécois",NA,1,"Ni plus ni moins importante",5,6,4,2,3,1,5,"Un peu",NA,5,"Peu satisfait","Peu satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Non, pas envers l’élite politique mais la démocratie seulement","Peu confiance","Moyennement","Ni en accord, ni en désaccord","Fortement d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord",8,9,"Intéressé",6,"Manifestations, pétitions et vote","Oui",6,2,3,1,4,"De manière satisfaisante","Neutre","Plutôt en faveur",10,10,0,1,2,10,4,"Réseaux sociaux","Oui, plusieurs fois","Assez","Oui","Parti libéral",NA,"journaux en ligne-papier","Oui","Oui, de tous bords politiques","2-3 heures/jour",2,"Systématiquement","Facebook","Peu","Plutôt d’accord",NA,"Ni en accord, ni en désaccord","Plutôt en désaccord","Plutôt informé",2,10,"Moyennement confiance","Moyennement confiance","Moyennement confiance","Non","Non",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2,"Oui, je vote toujours",1,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,"De Gaulle",6,"Choisir l'option la moins pire","Voter pour ce parti quand même","Satisfait","J'irais certainement voter",6,"L'idéologie","Oui",NA,"À aucune élection","Parti libéral",NA
"299",1995,25,"Salarié à temps plein","$30,000 à $60,000","Homme","Sénégal",NA,1,"universitaire premier cycle","Très important","oui, beaucoup","Autre",1,1,1,NA,NA,"classe supérieure",1,1,"oui","oui","resté stable","Peu satisfait",2,"Peu satisfait",4,NA,"Les politiques sont mauvaises","Neutre","Assez en désaccord","Fortement d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Plutôt en désaccord","Plutôt d’accord","Plutôt d’accord",NA,"Ni en accord, ni en désaccord","Assez en désaccord","Parti vert","Assez répandue",1,0,"Plutôt bonne opinion","détériorée","améliorée","Peu satisfaisant","Moyennement",NA,NA,NA,NA,NA,1,"Plus importante",1,5,2,4,6,3,0,"Beaucoup",NA,7,"Assez satisfait","Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Oui, totalement","Moyennement confiance","Pas du tout","Plutôt d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord","Fortement en désaccord","Ni en accord, ni en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Plutôt d’accord",10,7,"Intéressé",4,"Aucun","Non",10,2,3,1,4,"Pas vraiment","Tout à fait satisfait","Ne s'applique pas",NA,7,3,2,5,0,8,"Articles internet","Oui, plusieurs fois","Peu","Oui",NA,NA,"journaux en ligne-papier","Oui","Non","2-3 heures/jour",4,"Souvent","Youtube","Pas du tout","Fortement d’accord",NA,"Plutôt d’accord","Fortement en désaccord","Pas très informé",0,6,"Moyennement confiance","Moyennement confiance","Moyennement confiance",NA,"Non",0,1,1,1,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"Non, jamais",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chirac",10,"Ne pas voter","Ne pas voter","Ni satisfait, ni insatisfait","J'irais certainement voter",8,"L'idéologie",NA,NA,"À aucune élection",NA,NA
"300",1995,25,"Salarié à temps plein","$60,000 à $90,000","Homme","Canada","Britannique",2,"Secondaire / Collégiales / CEGEP / Lycée / DEP","pas important du tout","oui, quelques-uns","Canada",1,1,1,"QC",1,"classe supérieure",1,1,"oui","oui","détérioré","Satisfait",1,"Satisfait",3,"NPD","Les politiques sont adéquates, mais l'économie souffre","Beaucoup plus d'ouverture","Plutôt en désaccord","Plutôt en désaccord","Plutôt en désaccord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Ni en accord, ni en désaccord",NA,"Ni en accord, ni en désaccord","Plutôt en désaccord","NDP","Très répandue",1,0,"Très bonne opinion","détériorée","améliorée","Très satisfaisant","Moyennement","Je vais davantage m’intéresser aux politiques proposées","Parti conservateur",NA,"Parti libéral",NA,2,"Plus importante",4,5,6,1,3,2,0,"Aucune",NA,8,"Très satisfait","Moyennement satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Oui, mais de moins en moins","Moyennement confiance","Pas du tout","Fortement en désaccord","Fortement d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Plutôt en désaccord","Fortement en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Fortement d’accord",6,9,"Très intéressé",9,"Le vote","Oui",0,3,2,4,1,"Tout à fait","Tout à fait satisfait",NA,0,10,7,7,6,0,0,"Articles internet","Oui, une fois","Peu","Non",NA,NA,"journaux en ligne-papier","Oui","Oui, de tous bords politiques","plus de 3 heures/jour",4,"Systématiquement","Facebook","Assez","Fortement d’accord",NA,"Fortement d’accord","Plutôt d’accord","Bien informé",6,6,"Un peu confiance","Un peu confiance","Moyennement confiance","Non","Non",1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,"Hollande",7,"Choisir l'option la moins pire","Voter pour ce parti quand même","Tout à fait satisfait","J'irais certainement voter",6,"L'idéologie","Oui",NA,"À aucune élection","Bloc Québécois",NA
"301",1995,25,"Salarié à temps plein","$60,000 à $90,000","Homme","Canada","Français",2,"Secondaire / Collégiales / CEGEP / Lycée / DEP","pas important du tout","oui, quelques-uns","Canada",1,2,1,"QC",1,"classe moyenne",1,1,"oui","oui","resté stable","Très insatisfait",1,"Très insatisfait",1,"Parti vert","Les politiques sont idéales","Neutre","Ni en accord, ni en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Plutôt en désaccord",NA,"Plutôt d’accord","Ni en accord, ni en désaccord","Parti vert","Très répandue",8,10,"Ni bonne ni mauvaise opinion","resté stable","améliorée","Assez satisfaisant","Moyennement",NA,"Parti vert",NA,"Parti vert",NA,1,"Ni plus ni moins importante",5,2,4,6,1,3,5,"Beaucoup",NA,5,"Assez satisfait","Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Oui, mais de moins en moins","Pas confiance","Moyennement","Plutôt en désaccord","Fortement d’accord","Assez en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Plutôt d’accord",NA,"Fortement d’accord","Plutôt d’accord",7,7,"Indifférent",4,"Manifestations, pétitions et vote","Non",4,1,2,3,4,"Pas vraiment","Neutre","Plutôt en faveur",5,10,6,6,6,6,10,"Articles internet","Non","Assez","Oui","Parti libéral",NA,"Amis","Oui","Non","Moins d'une heure/jour",2,"Rarement","Facebook","Peu","Fortement d’accord",NA,"Fortement d’accord","Fortement en désaccord","Pas très informé",5,10,"Un peu confiance","Un peu confiance","Moyennement confiance","Oui","Oui",NA,NA,1,NA,NA,NA,1,0,0,0,0,1,0,0,0,NA,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,NA,7,"Choisir l'option la moins pire","Voter pour ce parti quand même","Ni satisfait, ni insatisfait","J'irais certainement voter",7,"L'idéologie","Oui",NA,"À aucune élection","Parti libéral",NA
"302",1995,25,"Salarié à temps plein","Plus de $110,000","Femme","Canada","Français",2,"universitaire premier cycle","pas important du tout","oui, beaucoup","Canada",1,1,1,NA,NA,NA,NA,1,"non","non","resté stable","Satisfait",1,"Satisfait",1,"Parti libéral","Les politiques sont adéquates, mais l'économie souffre","Un peu plus d'ouverture","Plutôt en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord",NA,"Assez en désaccord","Assez en désaccord","NDP","Assez répandue",5,NA,"Plutôt bonne opinion","détériorée","resté stable","Assez satisfaisant","Grandement","Je vais davantage m’intéresser aux politiques proposées","Parti libéral",NA,"NPD",NA,2,"Ni plus ni moins importante",5,6,2,4,1,3,5,"Un peu",NA,3,"Très satisfait","Moyennement satisfait","Je ne m’y intéresse que très peu parce que je ne suis pas intéressé.e par a politique","Non, cela n'a rien à voir","Beaucoup confiance","Correctement","Ni en accord, ni en désaccord","Fortement d’accord","Assez en désaccord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Fortement d’accord","Ni en accord, ni en désaccord",8,4,"Peu intéressé",2,"Le vote","Non",9,1,4,3,2,"Pas vraiment","Neutre","Sans opinion, neutre",NA,8,8,3,8,7,8,"Articles internet","Non","Peu","Non",NA,NA,"journaux en ligne-papier","Un peu","Non","Moins d'une heure/jour",3,"Rarement","Facebook","Assez","Ni en accord, ni en désaccord",NA,"Plutôt d’accord","Assez en désaccord","Pas très informé",7,10,"Moyennement confiance","Moyennement confiance","Moyennement confiance","Non","Oui",1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,"Non, mais la plupart du temps",2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,"Chirac",7,"Choisir l'option la moins pire","Voter pour ce parti quand même","Ni satisfait, ni insatisfait","J'irais probablement voter",8,"L'idéologie","Oui",NA,"Une élection sur deux","Parti conservateur",NA
"303",1995,25,"Salarié à temps plein",NA,"Homme","Canada","Autre",2,"universitaire premier cycle","Très important","oui, quelques-uns","Canada",1,1,1,"QC",1,"classe moyenne",1,2,"non","non",NA,"Peu satisfait",2,"Peu satisfait",5,"NPD","Les politiques sont adéquates, mais l'économie souffre","Neutre","Ni en accord, ni en désaccord","Assez en désaccord","Plutôt en désaccord","Assez en désaccord","Plutôt en désaccord","Plutôt d’accord","Plutôt d’accord",NA,"Plutôt d’accord","Plutôt d’accord","Parti libéral","Très répandue",6,7,"Plutôt bonne opinion","resté stable","améliorée","Assez satisfaisant","Peu","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Parti conservateur",NA,"Parti libéral",NA,1,"Ni plus ni moins importante",4,6,5,2,1,3,5,"Ne sais pas",NA,5,"Peu satisfait","Moyennement satisfait","Je ne m’y intéresse que très peu parce que je ne suis pas intéressé.e par a politique","Non, pas envers l’élite politique mais la démocratie seulement","Peu confiance","Peu","Assez en désaccord","Fortement d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Assez en désaccord","Plutôt d’accord","Plutôt d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord",8,4,"Intéressé",7,"Manifestations, pétitions et vote","Non",5,1,3,2,4,"Pas vraiment","Neutre","Plutôt en défaveur",0,5,6,6,6,0,0,"Réseaux sociaux","Non","Peu","Non",NA,NA,"journaux en ligne-papier","Oui","Oui, de tous bords politiques","plus de 3 heures/jour",2,"Souvent","Facebook","Assez","Fortement d’accord",NA,"Fortement d’accord","Plutôt en désaccord","Plutôt informé",5,9,"Moyennement confiance","Moyennement confiance","Un peu confiance","Incertain","Oui",NA,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,"Macron",5,"Ne pas voter","Ne pas voter","Pas satisfait","J'irais certainement voter",9,"L'idéologie","Oui",NA,"À aucune élection","Bloc Québécois",NA
"304",1995,25,NA,"$30,000 à $60,000","Femme","Autre",NA,2,"Secondaire / Collégiales / CEGEP / Lycée / DEP","assez important","oui, beaucoup","Canada",2,2,1,"QC",2,"classe moyenne",1,2,"non","non","détérioré","Satisfait",2,"Satisfait",7,"NPD","Les politiques sont idéales","Un peu plus d'ouverture","Assez en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Plutôt d’accord",NA,"Ni en accord, ni en désaccord","Assez en désaccord","Parti libéral","Assez répandue",9,8,"Ni bonne ni mauvaise opinion","resté stable","améliorée","Assez satisfaisant","Moyennement","Je vais davantage m’intéresser aux politiques proposées","Parti libéral",NA,"Parti libéral",NA,1,"Moins importante",5,4,6,1,2,3,4,"Un peu",NA,5,"Assez satisfait","Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Oui, mais de moins en moins","Confiance","Peu","Ni en accord, ni en désaccord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Fortement d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Ni en accord, ni en désaccord",7,6,"Indifférent",4,"Le vote","Ne sais pas",7,2,3,4,1,"Pas vraiment","Neutre","Sans opinion, neutre",5,6,7,1,6,0,5,"Journaux","Oui, plusieurs fois","Assez","Non",NA,NA,"Réseaux sociaux","Un peu","Non","Plusieurs fois par semaine",2,"Souvent","Facebook","Assez","Fortement d’accord",NA,"Ni en accord, ni en désaccord","Assez en désaccord","Pas très informé",6,5,"Moyennement confiance","Moyennement confiance","Moyennement confiance","Oui","Oui",0,NA,1,1,NA,1,1,0,0,1,0,0,0,0,0,NA,"Oui, je vote toujours",1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,10,"Choisir l'option la moins pire","Ne pas voter","Ni satisfait, ni insatisfait",NA,5,"L'idéologie","Oui",NA,NA,"Bloc Québécois",NA
